class,type
700,Short-term (General and Specialty) Hospitals
701,Short-term (General and Specialty) Hospitals
702,Short-term (General and Specialty) Hospitals
703,Short-term (General and Specialty) Hospitals
704,Short-term (General and Specialty) Hospitals
705,Short-term (General and Specialty) Hospitals
706,Short-term (General and Specialty) Hospitals
707,Short-term (General and Specialty) Hospitals
708,Short-term (General and Specialty) Hospitals
709,Short-term (General and Specialty) Hospitals
710,Short-term (General and Specialty) Hospitals
711,Short-term (General and Specialty) Hospitals
712,Short-term (General and Specialty) Hospitals
713,Short-term (General and Specialty) Hospitals
714,Short-term (General and Specialty) Hospitals
715,Short-term (General and Specialty) Hospitals
716,Short-term (General and Specialty) Hospitals
717,Short-term (General and Specialty) Hospitals
718,Short-term (General and Specialty) Hospitals
719,Short-term (General and Specialty) Hospitals
720,Short-term (General and Specialty) Hospitals
721,Short-term (General and Specialty) Hospitals
722,Short-term (General and Specialty) Hospitals
723,Short-term (General and Specialty) Hospitals
724,Short-term (General and Specialty) Hospitals
725,Short-term (General and Specialty) Hospitals
726,Short-term (General and Specialty) Hospitals
727,Short-term (General and Specialty) Hospitals
728,Short-term (General and Specialty) Hospitals
729,Short-term (General and Specialty) Hospitals
730,Short-term (General and Specialty) Hospitals
731,Short-term (General and Specialty) Hospitals
732,Short-term (General and Specialty) Hospitals
733,Short-term (General and Specialty) Hospitals
734,Short-term (General and Specialty) Hospitals
735,Short-term (General and Specialty) Hospitals
736,Short-term (General and Specialty) Hospitals
737,Short-term (General and Specialty) Hospitals
738,Short-term (General and Specialty) Hospitals
739,Short-term (General and Specialty) Hospitals
740,Short-term (General and Specialty) Hospitals
741,Short-term (General and Specialty) Hospitals
742,Short-term (General and Specialty) Hospitals
743,Short-term (General and Specialty) Hospitals
744,Short-term (General and Specialty) Hospitals
745,Short-term (General and Specialty) Hospitals
746,Short-term (General and Specialty) Hospitals
747,Short-term (General and Specialty) Hospitals
748,Short-term (General and Specialty) Hospitals
749,Short-term (General and Specialty) Hospitals
750,Short-term (General and Specialty) Hospitals
751,Short-term (General and Specialty) Hospitals
752,Short-term (General and Specialty) Hospitals
753,Short-term (General and Specialty) Hospitals
754,Short-term (General and Specialty) Hospitals
755,Short-term (General and Specialty) Hospitals
756,Short-term (General and Specialty) Hospitals
757,Short-term (General and Specialty) Hospitals
758,Short-term (General and Specialty) Hospitals
759,Short-term (General and Specialty) Hospitals
760,Short-term (General and Specialty) Hospitals
761,Short-term (General and Specialty) Hospitals
762,Short-term (General and Specialty) Hospitals
763,Short-term (General and Specialty) Hospitals
764,Short-term (General and Specialty) Hospitals
765,Short-term (General and Specialty) Hospitals
766,Short-term (General and Specialty) Hospitals
767,Short-term (General and Specialty) Hospitals
768,Short-term (General and Specialty) Hospitals
769,Short-term (General and Specialty) Hospitals
770,Short-term (General and Specialty) Hospitals
771,Short-term (General and Specialty) Hospitals
772,Short-term (General and Specialty) Hospitals
773,Short-term (General and Specialty) Hospitals
774,Short-term (General and Specialty) Hospitals
775,Short-term (General and Specialty) Hospitals
776,Short-term (General and Specialty) Hospitals
777,Short-term (General and Specialty) Hospitals
778,Short-term (General and Specialty) Hospitals
779,Short-term (General and Specialty) Hospitals
780,Short-term (General and Specialty) Hospitals
781,Short-term (General and Specialty) Hospitals
782,Short-term (General and Specialty) Hospitals
783,Short-term (General and Specialty) Hospitals
784,Short-term (General and Specialty) Hospitals
785,Short-term (General and Specialty) Hospitals
786,Short-term (General and Specialty) Hospitals
787,Short-term (General and Specialty) Hospitals
788,Short-term (General and Specialty) Hospitals
789,Short-term (General and Specialty) Hospitals
790,Short-term (General and Specialty) Hospitals
791,Short-term (General and Specialty) Hospitals
792,Short-term (General and Specialty) Hospitals
793,Short-term (General and Specialty) Hospitals
794,Short-term (General and Specialty) Hospitals
795,Short-term (General and Specialty) Hospitals
796,Short-term (General and Specialty) Hospitals
797,Short-term (General and Specialty) Hospitals
798,Short-term (General and Specialty) Hospitals
799,Short-term (General and Specialty) Hospitals
800,Short-term (General and Specialty) Hospitals
801,Short-term (General and Specialty) Hospitals
802,Short-term (General and Specialty) Hospitals
803,Short-term (General and Specialty) Hospitals
804,Short-term (General and Specialty) Hospitals
805,Short-term (General and Specialty) Hospitals
806,Short-term (General and Specialty) Hospitals
807,Short-term (General and Specialty) Hospitals
808,Short-term (General and Specialty) Hospitals
809,Short-term (General and Specialty) Hospitals
810,Short-term (General and Specialty) Hospitals
811,Short-term (General and Specialty) Hospitals
812,Short-term (General and Specialty) Hospitals
813,Short-term (General and Specialty) Hospitals
814,Short-term (General and Specialty) Hospitals
815,Short-term (General and Specialty) Hospitals
816,Short-term (General and Specialty) Hospitals
817,Short-term (General and Specialty) Hospitals
818,Short-term (General and Specialty) Hospitals
819,Short-term (General and Specialty) Hospitals
820,Short-term (General and Specialty) Hospitals
821,Short-term (General and Specialty) Hospitals
822,Short-term (General and Specialty) Hospitals
823,Short-term (General and Specialty) Hospitals
824,Short-term (General and Specialty) Hospitals
825,Short-term (General and Specialty) Hospitals
826,Short-term (General and Specialty) Hospitals
827,Short-term (General and Specialty) Hospitals
828,Short-term (General and Specialty) Hospitals
829,Short-term (General and Specialty) Hospitals
830,Short-term (General and Specialty) Hospitals
831,Short-term (General and Specialty) Hospitals
832,Short-term (General and Specialty) Hospitals
833,Short-term (General and Specialty) Hospitals
834,Short-term (General and Specialty) Hospitals
835,Short-term (General and Specialty) Hospitals
836,Short-term (General and Specialty) Hospitals
837,Short-term (General and Specialty) Hospitals
838,Short-term (General and Specialty) Hospitals
839,Short-term (General and Specialty) Hospitals
840,Short-term (General and Specialty) Hospitals
841,Short-term (General and Specialty) Hospitals
842,Short-term (General and Specialty) Hospitals
843,Short-term (General and Specialty) Hospitals
844,Short-term (General and Specialty) Hospitals
845,Short-term (General and Specialty) Hospitals
846,Short-term (General and Specialty) Hospitals
847,Short-term (General and Specialty) Hospitals
848,Short-term (General and Specialty) Hospitals
849,Short-term (General and Specialty) Hospitals
850,Short-term (General and Specialty) Hospitals
851,Short-term (General and Specialty) Hospitals
852,Short-term (General and Specialty) Hospitals
853,Short-term (General and Specialty) Hospitals
854,Short-term (General and Specialty) Hospitals
855,Short-term (General and Specialty) Hospitals
856,Short-term (General and Specialty) Hospitals
857,Short-term (General and Specialty) Hospitals
858,Short-term (General and Specialty) Hospitals
859,Short-term (General and Specialty) Hospitals
860,Short-term (General and Specialty) Hospitals
861,Short-term (General and Specialty) Hospitals
862,Short-term (General and Specialty) Hospitals
863,Short-term (General and Specialty) Hospitals
864,Short-term (General and Specialty) Hospitals
865,Short-term (General and Specialty) Hospitals
866,Short-term (General and Specialty) Hospitals
867,Short-term (General and Specialty) Hospitals
868,Short-term (General and Specialty) Hospitals
869,Short-term (General and Specialty) Hospitals
870,Short-term (General and Specialty) Hospitals
871,Short-term (General and Specialty) Hospitals
872,Short-term (General and Specialty) Hospitals
873,Short-term (General and Specialty) Hospitals
874,Short-term (General and Specialty) Hospitals
875,Short-term (General and Specialty) Hospitals
876,Short-term (General and Specialty) Hospitals
877,Short-term (General and Specialty) Hospitals
878,Short-term (General and Specialty) Hospitals
879,Short-term (General and Specialty) Hospitals
880,Hospitals participating in ORD demonstration project
881,Hospitals participating in ORD demonstration project
882,Hospitals participating in ORD demonstration project
883,Hospitals participating in ORD demonstration project
884,Hospitals participating in ORD demonstration project
885,Hospitals participating in ORD demonstration project
886,Hospitals participating in ORD demonstration project
887,Hospitals participating in ORD demonstration project
888,Hospitals participating in ORD demonstration project
889,Hospitals participating in ORD demonstration project
890,Hospitals participating in ORD demonstration project
891,Hospitals participating in ORD demonstration project
892,Hospitals participating in ORD demonstration project
893,Hospitals participating in ORD demonstration project
894,Hospitals participating in ORD demonstration project
895,Hospitals participating in ORD demonstration project
896,Hospitals participating in ORD demonstration project
897,Hospitals participating in ORD demonstration project
898,Hospitals participating in ORD demonstration project
899,Hospitals participating in ORD demonstration project
900,Multiple Hospital Component in a Medical Complex
901,Multiple Hospital Component in a Medical Complex
902,Multiple Hospital Component in a Medical Complex
903,Multiple Hospital Component in a Medical Complex
904,Multiple Hospital Component in a Medical Complex
905,Multiple Hospital Component in a Medical Complex
906,Multiple Hospital Component in a Medical Complex
907,Multiple Hospital Component in a Medical Complex
908,Multiple Hospital Component in a Medical Complex
909,Multiple Hospital Component in a Medical Complex
910,Multiple Hospital Component in a Medical Complex
911,Multiple Hospital Component in a Medical Complex
912,Multiple Hospital Component in a Medical Complex
913,Multiple Hospital Component in a Medical Complex
914,Multiple Hospital Component in a Medical Complex
915,Multiple Hospital Component in a Medical Complex
916,Multiple Hospital Component in a Medical Complex
